Order_Id,Name,Month,Category,Quantity,Platform,State,District,MRP,Discount_percent,Discount ,Amount,Profit,,
ORD000390,Power Bank,December,Electronics,4,Flipkart,Maharashtra,Chennai,"? 17,942.00",14.29,14%,"? 61,512.35","? 25,628.35",,
ORD000391,Power Bank,December,Electronics,3,Meesho,Maharashtra,Warangal,"? 11,405.00",7.32,7%,"? 31,710.46","? 14,602.96",,
ORD000392,Running Shoes,October,Home,3,Flipkart,Maharashtra,Hyderabad,"? 19,213.00",19.93,20%,"? 46,151.55","? 17,332.05",,
ORD000393,Running Shoes,November,Fashion,2,Meesho,Karnataka,Chennai,"? 10,034.00",26.76,27%,"? 14,697.80","? 4,663.80",,
ORD000394,Desk Lamp,August,Electronics,5,Amazon,Karnataka,Kochi,"? 8,717.00",14.77,15%,"? 37,147.50","? 15,355.00",,
ORD000395,Tablet Stand,April,Computer,4,Amazon,Maharashtra,Kochi,"? 5,538.00",21.25,21%,"? 17,444.70","? 6,368.70",,
ORD000396,Backpack,April,Computer,3,Flipkart,Telangana,Chennai,"? 17,212.00",12.12,12%,"? 45,377.72","? 19,559.72",,
ORD000397,Tablet Stand,January,Electronics,5,Flipkart,Telangana,Madurai,"? 5,324.00",13.13,13%,"? 23,124.79","? 9,814.79",,
ORD000398,Water Bottle,February,Fashion,1,Amazon,Tamil Nadu,Pune,"? 14,028.00",14.08,14%,"? 12,052.86","? 5,038.86",,
ORD000399,Jeans,February,Home,5,Flipkart,Kerala,Madurai,"? 13,403.00",7.02,7%,"? 62,310.55","? 28,803.05",,
ORD000400,LED Bulb,November,Computer,2,Amazon,Tamil Nadu,Kochi,"? 3,580.00",7.95,8%,"? 6,590.78","? 3,010.78",,
ORD000401,Wireless Mouse,December,Fashion,5,Flipkart,Telangana,Hyderabad,"? 14,613.00",10.39,10%,"? 65,473.55","? 28,941.05",,
ORD000402,Smart Watch,September,Computer,4,Flipkart,Tamil Nadu,Salem,"? 19,244.00",21.66,22%,"? 60,303.00","? 21,815.00",,
ORD000403,Gaming Keyboard,April,Home,5,Amazon,Karnataka,Kochi,"? 10,933.00",22.07,22%,"? 42,600.43","? 15,267.93",,
ORD000404,Tablet Stand,February,Computer,4,Flipkart,Tamil Nadu,Madurai,"? 1,975.00",9.03,9%,"? 7,186.63","? 3,236.63",,
ORD000405,Tablet Stand,October,Fashion,3,Flipkart,Telangana,Chennai,"? 4,599.00",25.97,26%,"? 10,213.92","? 3,315.42",,
ORD000406,LED Bulb,October,Electronics,4,Amazon,Karnataka,Salem,"? 16,123.00",17.74,18%,"? 53,051.12","? 20,805.12",,
ORD000407,Bluetooth Speaker,October,Home,1,Amazon,Tamil Nadu,Salem,"? 17,425.00",27.05,27%,"? 12,711.54","? 3,999.04",,
ORD000408,Office Chair,February,Computer,1,Meesho,Telangana,Bangalore,"? 16,553.00",21.6,22%,"? 12,977.55","? 4,701.05",,
ORD000409,Water Bottle,September,Fashion,2,Flipkart,Maharashtra,Bangalore,"? 16,613.00",20.12,20%,"? 26,540.93","? 9,927.93",,
ORD000410,Office Chair,August,Computer,5,Meesho,Maharashtra,Warangal,"? 13,060.00",13.4,13%,"? 56,549.80","? 23,899.80",,
ORD000411,Power Bank,January,Computer,4,Meesho,Tamil Nadu,Kochi,"? 13,712.00",27.6,28%,"? 39,709.95","? 12,285.95",,
ORD000412,Wireless Mouse,May,Computer,5,Amazon,Telangana,Salem,"? 13,090.00",26.93,27%,"? 47,824.32","? 15,099.32",,
ORD000413,Desk Lamp,December,Computer,1,Meesho,Karnataka,Chennai,"? 17,720.00",23.93,24%,"? 13,479.60","? 4,619.60",,
ORD000414,Wireless Mouse,February,Home,2,Meesho,Tamil Nadu,Hyderabad,"? 1,296.00",21.7,22%,"? 2,029.54",? 733.54,,
ORD000415,Running Shoes,April,Electronics,3,Amazon,Karnataka,Salem,"? 12,724.00",13.38,13%,"? 33,064.59","? 13,978.59",,
ORD000416,Headphones,February,Electronics,4,Amazon,Maharashtra,Hyderabad,"? 16,391.00",25.14,25%,"? 49,081.21","? 16,299.21",,
ORD000417,Bluetooth Speaker,May,Computer,1,Meesho,Tamil Nadu,Kochi,"? 8,084.00",11.9,12%,"? 7,122.00","? 3,080.00",,
ORD000418,Mixer Grinder,October,Home,2,Flipkart,Karnataka,Madurai,"? 6,719.00",20.89,21%,"? 10,630.80","? 3,911.80",,
ORD000419,Headphones,December,Home,1,Flipkart,Kerala,Hyderabad,"? 3,813.00",28.1,28%,"? 2,741.55",? 835.05,,
ORD000420,Jeans,October,Fashion,1,Flipkart,Telangana,Madurai,"? 19,293.00",7.06,7%,"? 17,930.91","? 8,284.41",,
ORD000421,Office Chair,August,Electronics,5,Meesho,Kerala,Pune,"? 10,390.00",23.39,23%,"? 39,798.90","? 13,823.90",,
ORD000422,Desk Lamp,December,Fashion,2,Amazon,Kerala,Kochi,"? 14,670.00",12.19,12%,"? 25,763.45","? 11,093.45",,
ORD000423,T-shirt,June,Fashion,2,Amazon,Maharashtra,Kochi,"? 10,271.00",21.4,21%,"? 16,146.01","? 5,875.01",,
ORD000424,Water Bottle,March,Computer,4,Flipkart,Tamil Nadu,Pune,"? 4,286.00",20.79,21%,"? 13,579.76","? 5,007.76",,
ORD000425,Mobile Charger,November,Electronics,4,Amazon,Telangana,Madurai,"? 3,978.00",29.4,29%,"? 11,233.87","? 3,277.87",,
ORD000426,Smart Watch,December,Home,3,Meesho,Telangana,Hyderabad,"? 13,431.00",16.07,16%,"? 33,817.91","? 13,671.41",,
ORD000427,Gaming Keyboard,June,Computer,1,Meesho,Kerala,Pune,"? 19,513.00",18.27,18%,"? 15,947.97","? 6,191.47",,
ORD000428,Gaming Keyboard,February,Home,2,Flipkart,Tamil Nadu,Pune,"? 1,594.00",5.32,5%,"? 3,018.40","? 1,424.40",,
ORD000429,Power Bank,July,Fashion,3,Meesho,Karnataka,Madurai,"? 15,741.00",26.69,27%,"? 34,619.18","? 11,007.68",,
ORD000430,Wireless Mouse,August,Electronics,2,Meesho,Telangana,Salem,"? 14,857.00",16.01,16%,"? 24,956.79","? 10,099.79",,
ORD000431,Wireless Mouse,November,Electronics,4,Amazon,Karnataka,Hyderabad,"? 4,437.00",22.45,22%,"? 13,763.57","? 4,889.57",,
ORD000432,T-shirt,July,Computer,4,Amazon,Kerala,Salem,"? 5,546.00",21.79,22%,"? 17,350.11","? 6,258.11",,
ORD000433,Headphones,June,Fashion,5,Flipkart,Kerala,Pune,"? 17,007.00",22.66,23%,"? 65,766.07","? 23,248.57",,
ORD000434,Wireless Mouse,October,Computer,4,Amazon,Karnataka,Warangal,"? 7,620.00",6.97,7%,"? 28,355.54","? 13,115.54",,
ORD000435,Headphones,March,Computer,4,Flipkart,Tamil Nadu,Kochi,"? 12,929.00",11.35,11%,"? 45,846.23","? 19,988.23",,
ORD000436,Gaming Keyboard,February,Electronics,1,Meesho,Tamil Nadu,Hyderabad,"? 12,636.00",22.19,22%,"? 9,832.07","? 3,514.07",,
ORD000437,Wireless Mouse,June,Fashion,3,Flipkart,Kerala,Madurai,"? 5,585.00",21.96,22%,"? 13,075.60","? 4,698.10",,
ORD000438,Bluetooth Speaker,June,Home,1,Meesho,Tamil Nadu,Chennai,"? 15,568.00",10.48,10%,"? 13,936.47","? 6,152.47",,
ORD000439,Tablet Stand,March,Electronics,1,Flipkart,Telangana,Salem,"? 17,973.00",7.67,8%,"? 16,594.47","? 7,607.97",,
ORD000440,USB Cable,December,Electronics,2,Flipkart,Maharashtra,Salem,"? 4,004.00",8.74,9%,"? 7,308.10","? 3,304.10",,
ORD000441,Tablet Stand,February,Computer,2,Amazon,Karnataka,Salem,"? 10,111.00",26.57,27%,"? 14,849.01","? 4,738.01",,
ORD000442,Water Bottle,April,Electronics,4,Meesho,Tamil Nadu,Warangal,"? 9,281.00",14.36,14%,"? 31,792.99","? 13,230.99",,
ORD000443,Jeans,February,Fashion,1,Flipkart,Karnataka,Chennai,"? 11,886.00",22.27,22%,"? 9,238.99","? 3,295.99",,
ORD000444,Jeans,January,Electronics,4,Meesho,Telangana,Kochi,"? 6,382.00",16.96,17%,"? 21,198.45","? 8,434.45",,
ORD000445,USB Cable,April,Fashion,1,Amazon,Maharashtra,Madurai,"? 8,350.00",8.57,9%,"? 7,634.41","? 3,459.41",,
ORD000446,USB Cable,April,Electronics,2,Amazon,Karnataka,Hyderabad,"? 13,030.00",26.77,27%,"? 19,083.74","? 6,053.74",,
ORD000447,Tablet Stand,July,Electronics,3,Amazon,Tamil Nadu,Hyderabad,"? 4,223.00",14.11,14%,"? 10,881.40","? 4,546.90",,
ORD000448,Desk Lamp,January,Home,3,Meesho,Kerala,Salem,"? 12,222.00",11.98,12%,"? 32,273.41","? 13,940.41",,
ORD000449,Wireless Mouse,August,Computer,4,Meesho,Karnataka,Hyderabad,"? 13,445.00",28.62,29%,"? 38,388.16","? 11,498.16",,
ORD000450,Running Shoes,September,Electronics,4,Flipkart,Telangana,Warangal,"? 6,736.00",5.61,6%,"? 25,432.44","? 11,960.44",,
ORD000451,Office Chair,April,Computer,4,Meesho,Karnataka,Madurai,"? 5,525.00",22,22%,"? 17,238.00","? 6,188.00",,
ORD000452,T-shirt,August,Computer,3,Flipkart,Karnataka,Bangalore,"? 18,361.00",26.71,27%,"? 40,370.33","? 12,828.83",,
ORD000453,Backpack,June,Electronics,2,Amazon,Karnataka,Hyderabad,"? 5,091.00",22.34,22%,"? 7,907.34","? 2,816.34",,
ORD000454,Water Bottle,May,Computer,2,Flipkart,Telangana,Bangalore,"? 8,333.00",10.87,11%,"? 14,854.41","? 6,521.41",,
ORD000455,Jeans,January,Home,2,Flipkart,Kerala,Bangalore,"? 15,184.00",9.89,10%,"? 27,364.60","? 12,180.60",,
ORD000456,Desk Lamp,June,Computer,4,Flipkart,Telangana,Pune,"? 14,127.00",26.95,27%,"? 41,279.09","? 13,025.09",,
ORD000457,Office Chair,April,Fashion,2,Flipkart,Tamil Nadu,Madurai,? 237.00,21.74,22%,? 370.95,? 133.95,,
ORD000458,Gaming Keyboard,September,Electronics,1,Amazon,Maharashtra,Warangal,"? 10,121.00",12.67,13%,"? 8,838.67","? 3,778.17",,
ORD000459,USB Cable,November,Home,3,Meesho,Kerala,Bangalore,"? 10,071.00",29.65,30%,"? 21,254.85","? 6,148.35",,
ORD000460,Headphones,March,Fashion,1,Flipkart,Tamil Nadu,Chennai,"? 9,156.00",10.72,11%,"? 8,174.48","? 3,596.48",,
ORD000461,Wireless Mouse,February,Electronics,3,Amazon,Tamil Nadu,Kochi,"? 6,103.00",14.3,14%,"? 15,690.81","? 6,536.31",,
ORD000462,Jeans,August,Electronics,5,Amazon,Tamil Nadu,Pune,"? 5,368.00",24.59,25%,"? 20,240.04","? 6,820.04",,
ORD000463,Sofa Cover,August,Computer,3,Amazon,Telangana,Madurai,"? 17,661.00",19.38,19%,"? 42,714.89","? 16,223.39",,
ORD000464,Laptop Bag,December,Computer,1,Meesho,Kerala,Salem,"? 13,921.00",17.71,18%,"? 11,455.59","? 4,495.09",,
ORD000465,Mixer Grinder,June,Home,2,Meesho,Karnataka,Kochi,"? 11,953.00",21.3,21%,"? 18,814.02","? 6,861.02",,
ORD000466,Headphones,June,Electronics,1,Flipkart,Tamil Nadu,Salem,"? 9,246.00",8.93,9%,"? 8,420.33","? 3,797.33",,
ORD000467,Jeans,June,Electronics,1,Flipkart,Karnataka,Madurai,"? 16,546.00",9.86,10%,"? 14,914.56","? 6,641.56",,
ORD000468,Mixer Grinder,April,Electronics,2,Flipkart,Tamil Nadu,Salem,"? 18,529.00",25.71,26%,"? 27,530.39","? 9,001.39",,
ORD000469,Tablet Stand,November,Fashion,5,Amazon,Telangana,Madurai,"? 6,889.00",7.29,7%,"? 31,933.96","? 14,711.46",,
ORD000470,Laptop Bag,July,Computer,2,Flipkart,Kerala,Pune,"? 17,894.00",25.71,26%,"? 26,586.91","? 8,692.91",,
ORD000471,Headphones,July,Computer,3,Amazon,Karnataka,Kochi,"? 15,688.00",22.71,23%,"? 36,375.77","? 12,843.77",,
ORD000472,Office Chair,August,Fashion,3,Meesho,Karnataka,Kochi,"? 16,911.00",9.56,10%,"? 45,882.93","? 20,516.43",,
ORD000473,Wireless Mouse,December,Home,2,Amazon,Tamil Nadu,Kochi,"? 5,968.00",5.51,6%,"? 11,278.33","? 5,310.33",,
ORD000474,Tablet Stand,April,Home,5,Amazon,Maharashtra,Kochi,"? 6,329.00",18.14,18%,"? 25,904.60","? 10,082.10",,
ORD000475,USB Cable,March,Computer,3,Amazon,Karnataka,Pune,"? 18,330.00",27.83,28%,"? 39,686.28","? 12,191.28",,
ORD000476,Tablet Stand,March,Computer,3,Flipkart,Tamil Nadu,Kochi,"? 12,316.00",21.91,22%,"? 28,852.69","? 10,378.69",,
ORD000477,Tablet Stand,June,Electronics,4,Flipkart,Karnataka,Pune,"? 10,929.00",25.9,26%,"? 32,393.56","? 10,535.56",,
ORD000478,Laptop Bag,November,Electronics,2,Flipkart,Maharashtra,Kochi,"? 7,965.00",10.74,11%,"? 14,219.12","? 6,254.12",,
ORD000479,Bluetooth Speaker,November,Home,3,Flipkart,Tamil Nadu,Madurai,"? 4,129.00",25.87,26%,"? 9,182.48","? 2,988.98",,
ORD000480,Bluetooth Speaker,March,Fashion,2,Amazon,Maharashtra,Kochi,"? 14,987.00",19.74,20%,"? 24,057.13","? 9,070.13",,
ORD000481,USB Cable,June,Computer,3,Flipkart,Karnataka,Warangal,"? 4,924.00",24.36,24%,"? 11,173.54","? 3,787.54",,
ORD000482,Bluetooth Speaker,November,Computer,4,Flipkart,Kerala,Chennai,"? 6,036.00",14.4,14%,"? 20,667.26","? 8,595.26",,
ORD000483,LED Bulb,October,Fashion,1,Meesho,Tamil Nadu,Warangal,"? 11,635.00",19.97,20%,"? 9,311.49","? 3,493.99",,
ORD000484,Mobile Charger,March,Computer,1,Amazon,Telangana,Hyderabad,"? 16,412.00",19.22,19%,"? 13,257.61","? 5,051.61",,
ORD000485,Gaming Keyboard,May,Fashion,2,Meesho,Maharashtra,Hyderabad,"? 11,559.00",21.21,21%,"? 18,214.67","? 6,655.67",,
ORD000486,Smart Watch,February,Electronics,4,Flipkart,Tamil Nadu,Bangalore,"? 15,041.00",21.33,21%,"? 47,331.02","? 17,249.02",,
ORD000487,Jeans,August,Computer,5,Flipkart,Tamil Nadu,Salem,"? 19,678.00",15.44,15%,"? 83,198.58","? 34,003.58",,
ORD000488,Mobile Charger,January,Home,5,Flipkart,Karnataka,Pune,"? 4,583.00",24.12,24%,"? 17,387.90","? 5,930.40",,
ORD000489,Bluetooth Speaker,January,Fashion,3,Meesho,Telangana,Hyderabad,"? 15,747.00",22.7,23%,"? 36,517.29","? 12,896.79",,
ORD000490,Office Chair,October,Fashion,1,Meesho,Kerala,Chennai,"? 14,707.00",21.65,22%,"? 11,522.93","? 4,169.43",,
ORD000491,Mobile Charger,August,Electronics,3,Meesho,Telangana,Kochi,"? 8,286.00",24.98,25%,"? 18,648.47","? 6,219.47",,
ORD000492,T-shirt,April,Computer,4,Amazon,Maharashtra,Chennai,"? 16,658.00",11.47,11%,"? 58,989.31","? 25,673.31",,
ORD000493,Jeans,December,Computer,3,Meesho,Tamil Nadu,Pune,"? 4,192.00",27.09,27%,"? 9,169.16","? 2,881.16",,
ORD000494,LED Bulb,December,Electronics,4,Amazon,Karnataka,Kochi,"? 13,998.00",22.86,23%,"? 43,192.23","? 15,196.23",,
ORD000495,Bluetooth Speaker,May,Home,4,Amazon,Telangana,Chennai,"? 6,944.00",17.5,18%,"? 22,915.20","? 9,027.20",,
ORD000496,Running Shoes,January,Home,5,Flipkart,Karnataka,Hyderabad,"? 8,801.00",22.7,23%,"? 34,015.87","? 12,013.37",,
ORD000497,Running Shoes,November,Electronics,4,Amazon,Maharashtra,Chennai,"? 1,724.00",29.11,29%,"? 4,888.57","? 1,440.57",,
ORD000498,Tablet Stand,April,Fashion,4,Meesho,Maharashtra,Chennai,"? 10,698.00",9.72,10%,"? 38,632.62","? 17,236.62",,
ORD000499,Mobile Charger,February,Electronics,4,Amazon,Maharashtra,Kochi,"? 9,026.00",5.26,5%,"? 34,204.93","? 16,152.93",,
ORD000500,USB Cable,October,Computer,3,Meesho,Maharashtra,Bangalore,"? 1,127.00",26.63,27%,"? 2,480.64",? 790.14,,
ORD000501,Desk Lamp,November,Computer,1,Meesho,Telangana,Kochi,"? 17,544.00",7.8,8%,"? 16,175.57","? 7,403.57",,
ORD000502,Bluetooth Speaker,July,Electronics,1,Flipkart,Tamil Nadu,Pune,"? 2,991.00",28.51,29%,"? 2,138.27",? 642.77,,
ORD000503,USB Cable,June,Fashion,5,Amazon,Maharashtra,Bangalore,"? 16,003.00",25.17,25%,"? 59,875.22","? 19,867.72",,
ORD000504,Bluetooth Speaker,April,Home,2,Amazon,Karnataka,Hyderabad,"? 7,586.00",20.2,20%,"? 12,107.26","? 4,521.26",,
ORD000505,Wireless Mouse,August,Electronics,5,Flipkart,Telangana,Kochi,"? 13,790.00",6.6,7%,"? 64,399.30","? 29,924.30",,
ORD000506,USB Cable,September,Home,1,Flipkart,Karnataka,Hyderabad,"? 5,607.00",17.42,17%,"? 4,630.26","? 1,826.76",,
ORD000507,Bluetooth Speaker,October,Computer,1,Flipkart,Tamil Nadu,Kochi,"? 12,274.00",13.86,14%,"? 10,572.82","? 4,435.82",,
ORD000508,Wireless Mouse,April,Electronics,3,Flipkart,Kerala,Madurai,"? 19,176.00",18.42,18%,"? 46,931.34","? 18,167.34",,
ORD000509,Running Shoes,September,Electronics,1,Meesho,Telangana,Kochi,"? 18,303.00",11.44,11%,"? 16,209.14","? 7,057.64",,
ORD000510,Office Chair,November,Computer,4,Meesho,Kerala,Warangal,"? 10,015.00",6.47,6%,"? 37,468.12","? 17,438.12",,
ORD000511,Bluetooth Speaker,September,Home,3,Meesho,Maharashtra,Madurai,"? 3,192.00",29.25,29%,"? 6,775.02","? 1,987.02",,
ORD000512,Office Chair,February,Fashion,3,Amazon,Telangana,Madurai,"? 5,052.00",11.98,12%,"? 13,340.31","? 5,762.31",,
ORD000513,Mobile Charger,September,Computer,5,Amazon,Telangana,Madurai,"? 12,557.00",20.69,21%,"? 49,794.78","? 18,402.28",,
ORD000514,USB Cable,July,Home,5,Flipkart,Telangana,Kochi,"? 12,952.00",5.45,5%,"? 61,230.58","? 28,850.58",,
ORD000515,Power Bank,June,Computer,1,Flipkart,Kerala,Chennai,? 679.00,8.78,9%,? 619.38,? 279.88,,
ORD000516,LED Bulb,March,Home,1,Amazon,Kerala,Warangal,"? 11,585.00",12.36,12%,"? 10,153.09","? 4,360.59",,
ORD000517,Sofa Cover,February,Home,3,Flipkart,Kerala,Madurai,"? 2,214.00",26.72,27%,"? 4,867.26","? 1,546.26",,
ORD000518,Wireless Mouse,January,Electronics,2,Flipkart,Telangana,Chennai,"? 15,478.00",22.68,23%,"? 23,935.18","? 8,457.18",,
ORD000519,Mobile Charger,September,Fashion,5,Amazon,Karnataka,Madurai,"? 17,667.00",13.98,14%,"? 75,985.77","? 31,818.27",,
ORD000520,USB Cable,March,Fashion,3,Flipkart,Maharashtra,Salem,"? 14,563.00",9.7,10%,"? 39,451.17","? 17,606.67",,
ORD000521,LED Bulb,November,Electronics,2,Meesho,Telangana,Kochi,? 601.00,5.37,5%,"? 1,137.45",? 536.45,,
ORD000522,Running Shoes,February,Fashion,5,Flipkart,Tamil Nadu,Pune,"? 5,100.00",27.41,27%,"? 18,510.45","? 5,760.45",,
ORD000523,Laptop Bag,September,Fashion,1,Amazon,Karnataka,Bangalore,"? 6,223.00",24.94,25%,"? 4,670.98","? 1,559.48",,
ORD000524,Laptop Bag,June,Home,2,Flipkart,Karnataka,Hyderabad,"? 15,406.00",25.86,26%,"? 22,844.02","? 7,438.02",,
ORD000525,Wireless Mouse,February,Electronics,3,Flipkart,Tamil Nadu,Kochi,"? 17,758.00",21.72,22%,"? 41,702.89","? 15,065.89",,
ORD000526,USB Cable,January,Computer,4,Meesho,Kerala,Bangalore,"? 16,684.00",20.13,20%,"? 53,302.04","? 19,934.04",,
ORD000527,Mixer Grinder,March,Home,4,Meesho,Karnataka,Chennai,"? 9,314.00",5.3,5%,"? 35,281.43","? 16,653.43",,
ORD000528,Water Bottle,October,Home,5,Amazon,Maharashtra,Madurai,"? 5,654.00",5.89,6%,"? 26,604.90","? 12,469.90",,
ORD000529,Mobile Charger,April,Computer,3,Flipkart,Karnataka,Chennai,"? 19,743.00",10.23,10%,"? 53,169.87","? 23,555.37",,
ORD000530,Gaming Keyboard,August,Home,1,Amazon,Tamil Nadu,Chennai,"? 9,472.00",25.49,25%,"? 7,057.59","? 2,321.59",,
ORD000531,Tablet Stand,February,Home,3,Amazon,Telangana,Chennai,"? 6,169.00",9.84,10%,"? 16,685.91","? 7,432.41",,
ORD000532,Mobile Charger,October,Electronics,2,Meesho,Kerala,Bangalore,"? 16,404.00",27.06,27%,"? 23,930.16","? 7,526.16",,
ORD000533,Mobile Charger,March,Electronics,4,Amazon,Kerala,Kochi,"? 14,230.00",28.08,28%,"? 40,936.86","? 12,476.86",,
ORD000534,Sofa Cover,March,Electronics,2,Meesho,Kerala,Kochi,"? 19,196.00",10.05,10%,"? 34,533.60","? 15,337.60",,
ORD000535,Smart Watch,September,Computer,1,Meesho,Telangana,Chennai,"? 11,436.00",13.66,14%,"? 9,873.84","? 4,155.84",,
ORD000536,T-shirt,December,Fashion,4,Meesho,Telangana,Kochi,"? 19,151.00",22.07,22%,"? 59,697.50","? 21,395.50",,
ORD000537,Smart Watch,March,Fashion,2,Amazon,Maharashtra,Hyderabad,"? 17,261.00",23.4,23%,"? 26,443.85","? 9,182.85",,
ORD000538,Sofa Cover,November,Electronics,1,Flipkart,Kerala,Chennai,"? 8,011.00",14.81,15%,"? 6,824.57","? 2,819.07",,
ORD000539,Power Bank,June,Home,2,Meesho,Maharashtra,Kochi,"? 9,213.00",21.2,21%,"? 14,519.69","? 5,306.69",,
ORD000540,T-shirt,February,Home,3,Flipkart,Telangana,Pune,"? 13,518.00",11.5,12%,"? 35,890.29","? 15,613.29",,
ORD000541,Laptop Bag,November,Electronics,1,Amazon,Tamil Nadu,Hyderabad,"? 6,038.00",27.07,27%,"? 4,403.51","? 1,384.51",,
ORD000542,Power Bank,August,Computer,2,Meesho,Maharashtra,Madurai,"? 15,761.00",10.7,11%,"? 28,149.15","? 12,388.15",,
ORD000543,Mixer Grinder,January,Electronics,4,Flipkart,Telangana,Kochi,"? 19,817.00",17.58,18%,"? 65,332.69","? 25,698.69",,
ORD000544,Bluetooth Speaker,April,Home,1,Meesho,Maharashtra,Hyderabad,"? 13,291.00",6.49,6%,"? 12,428.41","? 5,782.91",,
ORD000545,Backpack,December,Electronics,5,Flipkart,Kerala,Chennai,"? 1,936.00",19.69,20%,"? 7,774.01","? 2,934.01",,
ORD000546,Power Bank,January,Home,5,Flipkart,Tamil Nadu,Kochi,"? 18,964.00",10.86,11%,"? 84,522.55","? 37,112.55",,
ORD000547,Jeans,November,Electronics,4,Meesho,Karnataka,Madurai,"? 1,790.00",15.19,15%,"? 6,072.40","? 2,492.40",,
ORD000548,Bluetooth Speaker,May,Computer,5,Amazon,Tamil Nadu,Chennai,"? 14,636.00",19.9,20%,"? 58,617.18","? 22,027.18",,
ORD000549,Desk Lamp,July,Home,2,Amazon,Karnataka,Chennai,"? 1,917.00",18.46,18%,"? 3,126.24","? 1,209.24",,
ORD000550,Bluetooth Speaker,March,Electronics,3,Meesho,Maharashtra,Salem,"? 10,929.00",9.58,10%,"? 29,646.01","? 13,252.51",,
ORD000551,Backpack,September,Electronics,3,Flipkart,Telangana,Pune,"? 1,543.00",21.26,21%,"? 3,644.87","? 1,330.37",,
ORD000552,Mixer Grinder,June,Electronics,1,Amazon,Kerala,Salem,"? 5,199.00",23.55,24%,"? 3,974.64","? 1,375.14",,
ORD000553,LED Bulb,September,Computer,2,Amazon,Telangana,Kochi,"? 6,677.00",21.79,22%,"? 10,444.16","? 3,767.16",,
ORD000554,Gaming Keyboard,May,Electronics,4,Meesho,Kerala,Madurai,"? 19,870.00",21.96,22%,"? 62,026.19","? 22,286.19",,
ORD000555,T-shirt,July,Electronics,1,Amazon,Karnataka,Warangal,"? 8,411.00",17.97,18%,"? 6,899.54","? 2,694.04",,
ORD000556,Smart Watch,October,Fashion,2,Meesho,Kerala,Pune,"? 7,031.00",10.79,11%,"? 12,544.71","? 5,513.71",,
ORD000557,Gaming Keyboard,December,Electronics,5,Amazon,Maharashtra,Kochi,"? 19,692.00",14.84,15%,"? 83,848.54","? 34,618.54",,
ORD000558,Mixer Grinder,July,Home,4,Meesho,Tamil Nadu,Chennai,"? 18,619.00",20.98,21%,"? 58,850.94","? 21,612.94",,
ORD000559,Office Chair,August,Home,1,Flipkart,Karnataka,Madurai,"? 15,124.00",14.05,14%,"? 12,999.08","? 5,437.08",,
ORD000560,Headphones,May,Computer,1,Meesho,Tamil Nadu,Chennai,"? 18,240.00",22.37,22%,"? 14,159.71","? 5,039.71",,
ORD000561,Power Bank,July,Fashion,5,Flipkart,Kerala,Kochi,"? 19,378.00",7.31,7%,"? 89,807.34","? 41,362.34",,
ORD000562,Smart Watch,March,Electronics,2,Flipkart,Maharashtra,Salem,"? 9,770.00",8.45,8%,"? 17,888.87","? 8,118.87",,
ORD000563,Mobile Charger,June,Home,1,Amazon,Telangana,Salem,"? 19,826.00",6.57,7%,"? 18,523.43","? 8,610.43",,
ORD000564,Gaming Keyboard,April,Fashion,1,Meesho,Maharashtra,Madurai,"? 16,534.00",28.51,29%,"? 11,820.16","? 3,553.16",,
ORD000565,Laptop Bag,April,Fashion,2,Amazon,Maharashtra,Madurai,"? 9,171.00",17.81,18%,"? 15,075.29","? 5,904.29",,
ORD000566,Office Chair,February,Fashion,1,Amazon,Maharashtra,Madurai,"? 8,844.00",15.39,15%,"? 7,482.91","? 3,060.91",,
ORD000567,Bluetooth Speaker,January,Home,4,Amazon,Kerala,Madurai,"? 13,156.00",24.22,24%,"? 39,878.47","? 13,566.47",,
ORD000568,Power Bank,July,Fashion,2,Amazon,Kerala,Bangalore,"? 12,513.00",17.96,18%,"? 20,531.33","? 8,018.33",,
ORD000569,Wireless Mouse,November,Home,4,Amazon,Karnataka,Salem,"? 3,883.00",22.18,22%,"? 12,087.00","? 4,321.00",,
ORD000570,Smart Watch,September,Home,5,Meesho,Kerala,Salem,"? 15,291.00",25.55,26%,"? 56,920.75","? 18,693.25",,
ORD000571,Wireless Mouse,November,Fashion,3,Meesho,Karnataka,Warangal,"? 6,834.00",15.74,16%,"? 17,274.99","? 7,023.99",,
ORD000572,Mixer Grinder,January,Fashion,1,Amazon,Telangana,Bangalore,"? 17,160.00",17.47,17%,"? 14,162.15","? 5,582.15",,
ORD000573,Tablet Stand,February,Fashion,5,Amazon,Karnataka,Madurai,"? 19,204.00",19.91,20%,"? 76,902.42","? 28,892.42",,
ORD000574,LED Bulb,November,Computer,3,Amazon,Tamil Nadu,Hyderabad,"? 7,925.00",21.44,21%,"? 18,677.64","? 6,790.14",,
ORD000575,Backpack,February,Fashion,5,Flipkart,Maharashtra,Bangalore,"? 15,381.00",15.76,16%,"? 64,784.77","? 26,332.27",,
ORD000576,Jeans,October,Fashion,2,Flipkart,Tamil Nadu,Kochi,"? 6,540.00",16.85,17%,"? 10,876.02","? 4,336.02",,
ORD000577,Sofa Cover,April,Electronics,1,Meesho,Kerala,Kochi,"? 10,617.00",7.3,7%,"? 9,841.96","? 4,533.46",,
ORD000578,USB Cable,February,Computer,3,Flipkart,Maharashtra,Pune,"? 7,057.00",27.2,27%,"? 15,412.49","? 4,826.99",,
